active_start,observations,company_events,policy_events,pca_explained_variance,dynamic_factor_converged,aic,bic,pca_dynamic_correlation
2021-01-06,1316,46,123,0.813897095324729,True,-2109.064655587872,-2041.6940781333635,0.9865682880827891
