effective_month,train_start,train_end,observations,explained_variance,loading_policy_support,loading_company_sentiment,loading_confidence_balance,loading_signed_breadth
2025-03,2021-01-06,2025-02-28,1003,0.8308044766954259,0.6187784329126593,-0.0699096907092599,0.5477515796073109,0.5587433159732518
2025-04,2021-01-06,2025-03-31,1024,0.8188281648689645,0.5453255715176839,-0.06451942200107796,0.5812764025359249,0.600478983053072
2025-05,2021-01-06,2025-04-30,1045,0.815386312662787,0.4838054289807903,-0.05994798143222879,0.6077815135258648,0.6268494063386544
2025-06,2021-01-06,2025-05-30,1064,0.8184542938394052,0.43397575356307666,-0.05434607142129122,0.6244423331878314,0.6471347018692241
2025-07,2021-01-06,2025-06-30,1084,0.8165876125687231,0.42788157616317696,-0.05261671958964209,0.6301203431794912,0.6458306207598866
2025-08,2021-01-06,2025-07-31,1107,0.8168174871039804,0.42837469772805653,-0.047714855767380215,0.630655739267251,0.6453617198244493
2025-09,2021-01-06,2025-08-29,1128,0.8189714953900565,0.4311072002798658,-0.04252827514049351,0.6352527818368279,0.6393683061029862
2025-10,2021-01-06,2025-09-30,1150,0.8194449117448621,0.43478416589464824,-0.03762582182664398,0.6393193231827506,0.6331017529783934
2025-11,2021-01-06,2025-10-31,1167,0.8250495056412147,0.43295642735140366,-0.03682851413276067,0.639373170007448,0.6343456014165384
2025-12,2021-01-06,2025-11-28,1187,0.8298769906355093,0.4334211004770154,-0.037051216180313706,0.6450542589893584,0.6282343193431439
2026-01,2021-01-06,2025-12-31,1210,0.8273582785811486,0.443075551276634,-0.03554418647367519,0.6401052815755297,0.6266465472401042
2026-02,2021-01-06,2026-01-30,1230,0.8233512985406126,0.45927291049308755,-0.039167930369043535,0.6388886028625755,0.6159185173788166
2026-03,2021-01-06,2026-02-27,1244,0.8197638194881864,0.4583243762521045,-0.04053757270225744,0.6361449484942437,0.6193666731733186
2026-04,2021-01-06,2026-03-31,1266,0.8137108737835939,0.4684717438762398,-0.03821096065431162,0.6268610186724228,0.6213850746070452
2026-05,2021-01-06,2026-04-30,1287,0.8146159745792464,0.46690636317990625,-0.037479685097490445,0.6286433807941804,0.6208069112137607
2026-06,2021-01-06,2026-05-29,1305,0.8147070246919007,0.465735918746429,-0.035992853705529515,0.6256823576490051,0.6247528757823645
