quantile,coefficient,std_error,p_value,nobs
0.1,-0.005440075454868044,0.0010577703080583778,3.0035084907535075e-07,1779
0.25,-0.00437666489506602,0.0007678661079966013,1.4020492238454588e-08,1779
0.5,-0.002501591754764333,0.0008423884078375147,0.003021488769856016,1779
0.75,0.0013650421299578547,0.0010805160322577964,0.2066386691392396,1779
0.9,0.0043654063629337235,0.0014678121833189553,0.0029782406376042455,1779
