trade_date,company_sentiment_impulse,company_risk_impulse,company_attention,company_signed_count,company_confidence_impulse,policy_support_impulse,policy_risk_impulse,policy_attention,policy_signed_count,policy_confidence_impulse,risk_impulse,attention_impulse,confidence_impulse,signed_breadth_impulse,policy_support,policy_support_z,company_sentiment,company_sentiment_z,confidence_balance,confidence_balance_z,signed_breadth,signed_breadth_z,pca_sentiment_index,dynamic_sentiment_filtered,dynamic_sentiment_smoothed,dynamic_factor_se,dynamic_sentiment_change
2022-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013249432457539003,-0.48918685082563185,0.07043199312870616,0.5027387814357477,0.06998357213093866,-0.1677542122818024,0.029181436492895268,-0.2303771338293491,44.27344388280146,45.14086435949348,45.14086435883524,4.473672821235849e-05,-0.06892705646891528
2022-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013097249745996034,-0.48995870546855674,0.06803282088160237,0.45415320259462344,0.06759967474920602,-0.18133763420857096,0.027227242988307435,-0.2553621907056765,44.20258471107268,45.07428521160324,45.074285210958735,4.473672821235849e-05,-0.06657914789023778
2022-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012946815001980487,-0.4907216946047626,0.06571537324877658,0.4072226269301395,0.06529698166376165,-0.19445835491875102,0.02540391597668005,-0.27867407306671355,44.1357094388821,45.009973993906144,45.00997399327572,4.473672821235849e-05,-0.06431121769709591
2022-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01279810814837292,-0.49147592006327895,0.06347686638984926,0.3618906789584582,0.06307272675816689,-0.20713213571439051,0.023702691720471483,-0.30042482840438606,44.07257580413216,44.94785345237405,44.94785345175807,4.473672821235849e-05,-0.062120541532095785
2022-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012651109338659275,-0.4922214825035295,0.061314611292263906,0.3181029035516801,0.0609242381400636,-0.2193742010097288,0.022115393363426224,-0.32071900072527987,44.012956948936164,44.88784896453464,44.88784896393346,4.473672821235849e-05,-0.06000448783940726
2022-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012505798954282148,-0.4929584814287657,0.05922601054110328,0.2758067005234713,0.058848934931556095,-0.23119925661956608,0.020634391628890827,-0.33965413303660685,43.9566404157693,44.82988844983095,44.82988844924493,4.473672821235849e-05,-0.05796051470368724
2022-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012362157602022491,-0.4936870151993467,0.057208555198937514,0.23495126144294332,0.056844324168924404,-0.24262150742466448,0.019252568150046064,-0.3573212361821896,43.90342720990195,44.77390228303442,44.773902282463915,4.473672821235849e-05,-0.05598616679653645
2022-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01222016611141137,-0.4944071810458665,0.05525982179195609,0.19548750860088546,0.05490799780794471,-0.2536546744354001,0.017963281255803737,-0.37380522628190194,43.85313092370893,44.71982321060733,44.71982321005272,4.473672821235849e-05,-0.05407907242708632
2022-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01207980553217147,-0.4951190750821307,0.05337746939876325,0.15736803605503058,0.05303762983121958,-0.26431201127416476,0.016760334047919618,-0.38918533287709967,43.80557691874195,44.667586269914395,44.66758626937607,4.473672821235849e-05,-0.05223694069293572
2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011941057131687976,-0.4958227923179835,0.051559236838339656,0.1205470526835361,0.05123097345404312,-0.2746063200963166,0.01563794461588665,-0.403535479743772,43.76060156172678,44.61712871118617,44.617128710664524,4.473672821235849e-05,-0.050457558728226104
2022-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011803902392508505,-0.4965184266719879,0.04980293995379247,0.08498032717827204,0.04948585842544463,-0.28454996696880464,0.014590718246447634,-0.4169246402037758,43.71805151090318,44.56838992214068,44.56838992163613,4.473672821235849e-05,-0.0487387890454869
2022-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011668323009871752,-0.49720607098396047,0.04810646898863082,0.050625134911839564,0.04780018842116863,-0.2941548967249407,0.013613621494153717,-0.4294171686419395,43.67778304936389,44.521311355172834,44.52131135468581,4.473672821235849e-05,-0.047078566967847735
2022-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011534300889264533,-0.4978858170273612,0.046467786052414986,0.017440206614494486,0.04617193852545953,-0.30343264731316383,0.012701957988340024,-0.44107310982245806,43.639661462272535,44.47583645702388,44.47583645655482,4.473672821235849e-05,-0.045474898148953
2022-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011401818144006868,-0.49855775552154225,0.044884922672734875,-0.014614321200677214,0.04459915279862603,-0.3123943636570324,0.011851345860235741,-0.45194848749129424,43.60356045504784,44.43191060084668,44.43191060039606,4.473672821235849e-05,-0.04392585617720357
2022-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011270857092864826,-0.49922197614385505,0.04335597743057709,-0.045576954123883594,0.04307994192746308,-0.3210508110430946,0.011057696681713112,-0.4620955736517412,43.5693616097961,44.38948102058503,44.389481020153355,4.473672821235849e-05,-0.042429580261647004
2022-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011141400257690764,-0.49987856754161875,0.041879113676240094,-0.0754848861035731,0.04161248095570923,-0.32941238805271855,0.010317195814445413,-0.47156313980740466,43.53695387745471,44.34849674758835,44.34849674717612,4.473672821235849e-05,-0.04098427299668117
2022-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01101343036109069,-0.5005276173439513,0.04045255732305365,-0.1043740441257683,0.04019500709181282,-0.3374891390534171,0.009626284075023032,-0.4803966913801961,43.50623310327887,44.308908549385364,44.30890854899314,4.473672821235849e-05,-0.03958819820298487
2022-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010886930324118407,-0.5011692121734643,0.039074594716252325,-0.1322791313714573,0.03882581759137381,-0.345290766264672,0.008981640627901868,-0.4886386864300522,43.47710158346125,44.27066887054353,44.27066887017188,4.473672821235849e-05,-0.038239678841833324
2022-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010761883263996146,-0.5018034376578239,0.03774357057444294,-0.15923366890388568,0.03750326771171731,-0.35282664141275166,0.008380167023959809,-0.4963287397276511,43.44946765082149,44.23373177554292,44.23373177519246,4.473672821235849e-05,-0.03693709500061004
2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638272491861379,-0.5024303784411783,0.03645788600119324,-0.1852700359358265,0.03622576873614191,-0.36010581698852373,0.007818972307943326,-0.5035038131609872,43.423245287640206,44.19805289359604,44.1980528932674,4.473672821235849e-05,-0.03567888194687896
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010516081510539513,-0.5030501181954553,0.03521599656435312,-0.21041950872519932,0.03499178606546936,-0.3671370371217844,0.007295359123223817,-0.5101983933909892,43.39835376384004,44.163589365347306,44.16358936504117,4.473672821235849e-05,-0.034463528248736
2022-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010395294012342172,-0.5036627396315281,0.034016410440801226,-0.23471229814576142,0.03379983737460304,-0.37392874808516874,0.006806810747076859,-0.5164446576100711,43.37471729883603,44.13029979138812,44.13029979110521,4.473672821235849e-05,-0.033289573959187635
2022-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010275893876890749,-0.5042683245102548,0.03285768662438832,-0.2581775859780035,0.03264849083188085,-0.3804891084402588,0.006350978994170012,-0.5222726282003303,43.35226474548943,44.098144182525736,44.09814418226681,4.473672821235849e-05,-0.03215560886238222
2022-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010157865168964983,-0.5048669536533898,0.031738433194924656,-0.2808435599638443,0.03153636337908347,-0.3868259988380785,0.005925672930117871,-0.5277103170347484,43.33092929470311,44.06708391174611,44.06708391151196,4.473672821235849e-05,-0.031060270779626364
2022-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010041192136376225,-0.5054587069543707,0.03065730564613198,-0.3027374476672334,0.030462119070031827,-0.39294703148574767,0.005528848340856556,-0.5327838601149718,43.3106481992941,44.0370816678131,44.03708166760457,4.473672821235849e-05,-0.030002243933012096
2022-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009925859207865149,-0.5060436633889803,0.029613005270551666,-0.32388554918133783,0.029424467465778075,-0.3988595592906663,0.005158597907222707,-0.5375176431928036,43.29136251586948,44.008101410448226,44.008101410266214,4.473672821235849e-05,-0.02898025736487142
2022-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009811850991023592,-0.5066219010258877,0.02860427759946878,-0.34431326872160184,0.02842216208446223,-0.4045706846932155,0.004813142037511516,-0.5419344189791993,43.27301686351658,43.980108327037215,43.980108326882664,4.473672821235849e-05,-0.02799308341101181
2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009699152270240279,-0.5071934970370663,0.02762991089597807,-0.36404514514263075,0.027453998903972383,-0.4100872681985833,0.004490820313950934,-0.5460554165041274,43.25555919819763,43.95306879081124,43.953068790685144,4.473672821235849e-05,-0.027039536225977656
2022-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009587748004670138,-0.5077585277080942,0.02668873469938165,-0.3831048814155582,0.02651881491560982,-0.41541593661796566,0.0041900835119799045,-0.5499004431529267,43.238940601812544,43.92695032045263,43.926950320356056,4.473672821235849e-05,-0.02611847035860393
2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009477623326226935,-0.5083170684483345,0.025779618419169852,-0.4015153731013054,0.02561548672702159,-0.42056309102904155,0.003909486153971663,-0.5534879798695949,43.22311508496259,43.9017215410767,43.90172154101074,4.473672821235849e-05,-0.025228779375936483
2022-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009368763537598976,-0.5088691938010004,0.024901469976896257,-0.4192987358539375,0.024742929212722344,-0.42553491446528563,0.0036476795616119085,-0.5568352699845958,43.208039402511915,43.87735214654245,43.87735214650828,4.473672821235849e-05,-0.024369394534247135
2022-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009261154110287585,-0.509414977453103,0.024053234494315432,-0.43647633198715374,0.023900094210584342,-0.43033737934335364,0.0034034053735384293,-0.5599584020941367,43.19367288110378,43.85381286304734,43.8538128630462,4.473672821235849e-05,-0.023539283495111363
2022-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00915478068266813,-0.5099544922452858,0.023233893026207514,-0.4530687961358263,0.023085969262729794,-0.4349762546374652,0.003175489497085006,-0.5628723873892664,43.17997725784451,43.83107541396199,43.83107541399518,4.473672821235849e-05,-0.022737449085347805
2022-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009049629058073305,-0.5104878101815463,0.02244246133636746,-0.46909606004341214,0.022299576399313042,-0.4394571128093995,0.0029628364650589353,-0.5655912318064755,43.166916529420284,43.809112485862826,43.80911248593173,4.473672821235849e-05,-0.021962928099164003
2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008945685202898436,-0.5110150024388455,0.021677988715288567,-0.48457737650501537,0.02153997096373157,-0.4437853365024305,0.002764424170428278,-0.5681280033465872,43.15445681096064,43.78789769572177,43.78789769582783,4.473672821235849e-05,-0.02121479014105887
2022-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008842935244728546,-0.5115361393766071,0.020939556838120068,-0.4995313424948601,0.02080624047785464,-0.4479661250072425,0.0025792989536113533,-0.5704948948855031,43.14256620400826,43.7674055592135,43.767405559358245,4.473672821235849e-05,-0.020492136508266867
2022-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008741365470486937,-0.5120512905461083,0.020226278661526848,-0.5139759215059577,0.020097503545906437,-0.45200450050759183,0.002406571018755758,-0.5727032827787009,43.13121467299684,43.74761146010239,43.74761146028743,4.473672821235849e-05,-0.01979409911110963
2022-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008640962324605027,-0.5125605246997614,0.019537297358126184,-0.5279284651288022,0.019412908795686933,-0.4559053141132192,0.002245410156975467,-0.5747637815411649,43.120373929678735,43.728491620672166,43.7284916208992,4.473672821235849e-05,-0.019119839430224772
2022-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008541712407213223,-0.5130639098002902,0.01887178528722149,-0.5414057338950163,0.018751633855858683,-0.4596732516872591,0.0020950417559899522,-0.5766862948655647,43.110017324980845,43.71002307316286,43.71002307343366,4.473672821235849e-05,-0.018468547509307598
2022-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008443602472352558,-0.5135615130297995,0.01822894300059664,-0.5544239174109868,0.018112884368070983,-0.4633128394751451,0.0019547430769858314,-0.5784800632238987,43.100119747802026,43.69218363218071,43.69218363249716,4.473672821235849e-05,-0.017839440982150734
2022-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00834661942620688,-0.5140534007987424,0.01760799828217658,-0.5669986538056732,0.017495893032734706,-0.4668284495417755,0.0018238397808059542,-0.5801537082813991,43.09065753029725,43.67495186804793,43.674951868412016,4.473672821235849e-05,-0.017231764132780825
2022-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008250750325355346,-0.5145396387547825,0.017008205220400634,-0.5791450485159543,0.016899918687301545,-0.4702243050234676,0.0017017026867692147,-0.5817152743361695,43.08160835922408,43.658307081060215,43.65830708147401,4.473672821235849e-05,-0.016644786987711768
2022-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008155982375044979,-0.515020291791556,0.016428843312194182,-0.5908776924320753,0.01632424541594045,-0.4735044852010127,0.001587744748542503,-0.5831722669837345,43.07295119295502,43.64222927662118,43.64222927708688,4.473672821235849e-05,-0.016077804439035503
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008062302927483075,-0.5154954240573316,0.01586921659746235,-0.6022106794249957,0.015768181689541756,-0.4766729303999226,0.0014814182325294677,-0.584531689192339,43.06466618378549,43.626699141223796,43.6266991417437,4.473672821235849e-05,-0.015530135397384015
2022-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00796969948014922,-0.5159650989635729,0.015328652823066011,-0.6131576232766902,0.015231059535015934,-0.4797334467237571,0.001382212085214139,-0.5858000749623948,43.05673460519176,43.61169801924999,43.61169801982653,4.473672821235849e-05,-0.015001121973803322
2022-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007878159674126691,-0.5164293791934004,0.014806502635275854,-0.6237316740337425,0.014712233732889057,-0.48268971062621646,0.0012896494768056767,-0.5869835207318528,43.04913878371582,43.597207890560526,43.59720789119623,4.473672821235849e-05,-0.01449012868946653
2022-04-08,2.4000000000000004,0.12000000000000002,1.0,1.0,1.9200000000000004,0.0,0.0,0.0,0.0,0.0,0.12000000000000002,0.6931471805599453,1.9200000000000004,1.0,0.007787671292453038,-0.5168883267099574,0.09605494938010498,1.021628645470241,0.0796133295065276,-0.11288395717461074,0.06817029397257048,0.26810923376205653,45.251001571890505,45.40981093689664,45.40981093672136,4.473672821235849e-05,1.8126030463361147
2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007698222258489588,-0.5173420027646805,0.09278296517928047,0.9553677729764143,0.07690140723701935,-0.1283364614231605,0.06360513331917102,0.20974203608844927,45.11410103620521,45.33407048122952,45.33407048108013,4.473672821235849e-05,-0.07574045566712329
2022-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007609800634309694,-0.5177904679054723,0.08962243677203596,0.8913639890483701,0.07428186299568103,-0.1432625966497002,0.059345687817883595,0.15528351503542331,44.98557620016001,45.26091002353272,45.26091002341125,4.473672821235849e-05,-0.07316045769679391
2022-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007522394619105495,-0.5182337819847846,0.0865695675648795,0.829540408963616,0.07175155004774647,-0.15768029291545976,0.0553714846395294,0.10447191822264836,44.86489232438101,45.19024167960382,45.19024167951227,4.473672821235849e-05,-0.07066834392890087
2022-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007435992547612966,-0.5186720041676047,0.0836206902902311,0.7698227669755576,0.06930742884778755,-0.17160686951796109,0.0516634219590545,0.05706302204366282,44.75154959790639,45.12198055889897,45.12198055883934,4.473672821235849e-05,-0.0682611207048538
2022-04-15,2.4000000000000004,0.12000000000000002,1.0,1.0,1.9200000000000004,0.0,0.0,0.0,0.0,0.0,0.12000000000000002,0.6931471805599453,1.9200000000000004,1.0,0.007350582888555068,-0.5191051929393521,0.16252507318147788,2.36771350637568,0.13234881185274833,0.1876022603570086,0.11517068560667759,0.8690259062568342,46.85422036576732,46.88264425060629,46.88264424970778,4.473672821235849e-05,1.7606636917073217
2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007266154243102774,-0.5195334061136838,0.15698887254715863,2.2556000419407254,0.1278405254586088,0.16191409243184443,0.10745804932894353,0.7704171166905956,46.62426172118368,46.756733685403326,46.75673368450207,4.473672821235849e-05,-0.12591056520296462
2022-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007182695343353779,-0.5199567008402105,0.15164125523025287,2.147305573681379,0.12348580784931185,0.13710095780940643,0.100261905230094,0.6784118627697846,46.40841929243264,46.6351120962806,46.63511209537774,4.473672821235849e-05,-0.12162158912272503
2022-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071001950508286695,-0.5203751336121236,0.146475797390666,2.0427000125680776,0.11927942790828316,0.11313304964309066,0.09354766537401447,0.5925679254669467,46.205790697041344,46.51763338496735,46.5176333840639,4.473672821235849e-05,-0.11747871131325383
2022-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007018642354984384,-0.5207887602737348,0.14148629400787938,1.941657700881172,0.11521633270998281,0.0899815764169118,0.08728305807520094,0.5124726998399817,46.01553252871497,46.40415642983625,46.40415642893314,4.473672821235849e-05,-0.11347695513109812
2022-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006938026371744732,-0.5211976360279292,0.13666675142715237,1.844057261264242,0.1112916414500644,0.0676187273596147,0.08143797278638563,0.43774121186543913,45.83685645729316,46.29454491638073,46.29454491547879,4.473672821235849e-05,-0.10961151345551912
2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006858336342047802,-0.5216018154435328,0.13201138015962796,1.749781450919214,0.10750063958229539,0.04601763903690875,0.0759843153735745,0.3680142680785546,45.669025588198664,46.18866717346673,46.1886671725667,4.473672821235849e-05,-0.10587774291399654
2022-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006779561630410048,-0.5220013524625949,0.12751458792769324,1.6587170207681228,0.10383877315519535,0.025152363081692795,0.07089587308288245,0.302956729126359,45.51135106405807,46.08639601516244,46.086396014265,4.473672821235849e-05,-0.10227115830429057
2022-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006701691723506872,-0.5223963004075879,0.12317097294724044,1.5707545794123445,0.10030164334158921,0.004997835023507692,0.06614818855013563,0.24225589893576943,45.36318889233228,45.98760858795582,45.98760858706154,4.473672821235849e-05,-0.09878742720662359
2022-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006624716228769508,-0.522786711988523,0.1189753174387589,1.485788461725877,0.09688500115450387,-0.014470155820228458,0.06171844224767384,0.18562002175427597,45.22393698387522,45.89218622317644,45.89218622228586,4.473672821235849e-05,-0.09542236477938104
2022-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006548624872998022,-0.5231726393099855,0.11492258135946294,1.4037166019248144,0.0935847423430609,-0.03327499542736943,0.0575853428033388,0.1327768798393159,45.09303238834693,45.80001429444448,45.80001429355806,4.473672821235849e-05,-0.09217192873195756
2022-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006473407500990249,-0.5235541338780884,0.11100789634892652,1.324440410960541,0.0903969024622338,-0.051439273163511774,0.05372902466447177,0.08347248505619669,44.96994871334829,45.71098207997542,45.71098207909357,4.473672821235849e-05,-0.08903221446905718
2022-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063990540741864655,-0.5239312466073466,0.10722655988095185,1.247864658089366,0.08731765211054744,-0.06898480891753242,0.050130952615047006,0.03746985809579117,44.85419371502232,45.624982629575214,45.62498262869828,4.473672821235849e-05,-0.08599945040020884
2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006325554669329643,-0.5243040278274719,0.10357402961464676,1.173897356476327,0.08434329232999899,-0.08593267931279075,0.046773832687007244,-0.005452110555627818,44.745307048685774,45.54191263616605,45.541912635294345,4.473672821235849e-05,-0.08306999340916121
2022-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006252899477141079,-0.52467252729009,0.10004591793792514,1.1024496526957515,0.08147025016267431,-0.1023032430254806,0.04364152903760048,-0.045499723369110304,44.64285816881947,45.46167231168846,45.46167231082224,4.473672821235849e-05,-0.0802403244775931
2022-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006181078801011251,-0.5250367941753804,0.09663798669687576,1.0334357199958322,0.07869507435872243,-0.11811616524054655,0.04071898639319282,-0.0828654673563817,44.54644436845845,45.3841652672306,45.3841652663701,4.473672821235849e-05,-0.07750704445786027
2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006110083055705691,-0.5253968770986404,0.09334614210466824,0.9667726551990059,0.07601443123053209,-0.13339044127454153,0.03799215768678725,-0.11772893924982394,44.455688948688824,45.30929839724086,45.30929839638625,4.473672821235849e-05,-0.07486686998974079
2022-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006039902766085741,-0.5257528241167725,0.0901664298238802,0.9023803791142806,0.07342510064813029,-0.14814441939380338,0.035447936541441225,-0.15025770872592176,44.37023950957901,45.23698176768449,45.23698176683593,4.473672821235849e-05,-0.07231662955636864
2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005970528565843993,-0.5261046827346988,0.08709503021633856,0.8401815403418859,0.07092397217099228,-0.1623958228553606,0.033074094275067814,-0.18060812382121652,44.2897663544522,45.16712850801015,45.16712850716777,4.473672821235849e-05,-0.06985325967433909
2022-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005901951196254257,-0.5264524999117011,0.08412825375476857,0.7801014223546904,0.0685080413116162,-0.17616177119704404,0.03085922112383692,-0.20892606241196326,44.21396099994796,45.09965470679639,45.099654705960276,4.473672821235849e-05,-0.06747380121375812
2022-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058341615049358805,-0.5267963220676873,0.08126253659073901,0.7220678537447672,0.06617440592637422,-0.18945880080237879,0.0287926714016694,-0.23534763336944328,44.14253478482488,45.034479310952825,45.03447931012305,4.473672821235849e-05,-0.06517539584356769
2022-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00576715044463227,-0.5271361950893877,0.07849443627357938,0.66601112152729,0.06392026272930446,-0.2023028847649609,0.026864512332235885,-0.2599998307610029,44.075217570927315,44.97152402835489,44.97152402753149,4.473672821235849e-05,-0.06295528259793315
2022-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005700909072003438,-0.5274721643364783,0.0758206276151265,0.611863887397617,0.06174290392465598,-0.2147094520761799,0.025065476307523503,-0.28300114424120565,44.01175653017819,44.9107132337952,44.9107132329782,4.473672821235849e-05,-0.06081079455969274
