horizon,events,mean_abnormal_return,std_error,ci_low,ci_high,shock_threshold
0,28,0.0032154907416582857,0.004903108061797581,-0.006394601059464972,0.012825582542781544,-9.89530235528946e-10
1,28,-0.0004164726808259443,0.0035046962890575763,-0.007285677407378794,0.006452732045726905,-9.89530235528946e-10
5,28,-0.01897988273515957,0.008755663016900775,-0.03614098224828509,-0.0018187832220340518,-9.89530235528946e-10
10,28,-0.018588116234044664,0.012471407403793289,-0.043032074745479515,0.005855842277390184,-9.89530235528946e-10
20,28,0.01548924426103134,0.022748394095286076,-0.029097608165729365,0.06007609668779205,-9.89530235528946e-10
