event_id,event_chain_id,ts_code,event_type,direction,window,car_market_adjusted
C-AN202402051620568507,a5835219a6abf6,688297.SH,performance,mixed,"[-1,1]",0.16517726985200473
C-AN202402051620568507,a5835219a6abf6,688297.SH,performance,mixed,"[-3,3]",0.04364827542247481
C-AN202402051620568507,a5835219a6abf6,688297.SH,performance,mixed,"[0,5]",0.04515530927007036
C-AN202402051620568507,a5835219a6abf6,688297.SH,performance,mixed,"[0,10]",0.07277617242599509
C-AN202404281631542642,4b1b2fdec4a76a,688297.SH,strategic_cooperation,positive,"[-1,1]",-0.08393487164713027
C-AN202404281631542642,4b1b2fdec4a76a,688297.SH,strategic_cooperation,positive,"[-3,3]",-0.07585012336071716
C-AN202404281631542642,4b1b2fdec4a76a,688297.SH,strategic_cooperation,positive,"[0,5]",-0.0350265728499566
C-AN202404281631542642,4b1b2fdec4a76a,688297.SH,strategic_cooperation,positive,"[0,10]",-0.05696135491815955
C-AN202405281634762128,04057e4503b759,000801.SZ,project_investment,positive,"[-1,1]",-0.05426893562675102
C-AN202405281634762128,04057e4503b759,000801.SZ,project_investment,positive,"[-3,3]",-0.10596960224384716
C-AN202405281634762128,04057e4503b759,000801.SZ,project_investment,positive,"[0,5]",-0.0451916060947236
C-AN202405281634762128,04057e4503b759,000801.SZ,project_investment,positive,"[0,10]",0.007799848816486517
C-AN202407081637680506,f6a3ffab2cf594,000801.SZ,project_investment,positive,"[-1,1]",0.05086876473848478
C-AN202407081637680506,f6a3ffab2cf594,000801.SZ,project_investment,positive,"[-3,3]",0.02578096891549443
C-AN202407081637680506,f6a3ffab2cf594,000801.SZ,project_investment,positive,"[0,5]",-0.04352772267271477
C-AN202407081637680506,f6a3ffab2cf594,000801.SZ,project_investment,positive,"[0,10]",-0.07687410942035619
C-AN202410141640286073,beb52406040e54,688070.SH,legal_safety_risk,negative,"[-1,1]",0.07398974848400171
C-AN202410141640286073,beb52406040e54,688070.SH,legal_safety_risk,negative,"[-3,3]",0.08159696664834451
C-AN202410141640286073,beb52406040e54,688070.SH,legal_safety_risk,negative,"[0,5]",0.30599596919282607
C-AN202410141640286073,beb52406040e54,688070.SH,legal_safety_risk,negative,"[0,10]",0.23609197105157698
C-AN202410231640442343,d9aba74b071758,688297.SH,market_risk,negative,"[-1,1]",-0.07668987976426514
C-AN202410231640442343,d9aba74b071758,688297.SH,market_risk,negative,"[-3,3]",0.2175380877951038
C-AN202410231640442343,d9aba74b071758,688297.SH,market_risk,negative,"[0,5]",-0.11583473427613691
C-AN202410231640442343,d9aba74b071758,688297.SH,market_risk,negative,"[0,10]",-0.07433433989827834
C-AN202410231640439624,86e620a7edb222,688297.SH,market_risk,negative,"[-1,1]",-0.07668987976426514
C-AN202410231640439624,86e620a7edb222,688297.SH,market_risk,negative,"[-3,3]",0.2175380877951038
C-AN202410231640439624,86e620a7edb222,688297.SH,market_risk,negative,"[0,5]",-0.11583473427613691
C-AN202410231640439624,86e620a7edb222,688297.SH,market_risk,negative,"[0,10]",-0.07433433989827834
C-AN202412251641428816,9d6b370191699c,600038.SH,project_investment,positive,"[-1,1]",0.01354759790370659
C-AN202412251641428816,9d6b370191699c,600038.SH,project_investment,positive,"[-3,3]",0.011567096775340829
C-AN202412251641428816,9d6b370191699c,600038.SH,project_investment,positive,"[0,5]",0.0028852968743366117
C-AN202412251641428816,9d6b370191699c,600038.SH,project_investment,positive,"[0,10]",0.017085304123495182
C-AN202412251641428826,ab5ff9927c7ab8,600038.SH,project_investment,positive,"[-1,1]",0.01354759790370659
C-AN202412251641428826,ab5ff9927c7ab8,600038.SH,project_investment,positive,"[-3,3]",0.011567096775340829
C-AN202412251641428826,ab5ff9927c7ab8,600038.SH,project_investment,positive,"[0,5]",0.0028852968743366117
C-AN202412251641428826,ab5ff9927c7ab8,600038.SH,project_investment,positive,"[0,10]",0.017085304123495182
C-AN202501071641844499,8d8e853c7c1fbc,000099.SZ,government_support,positive,"[-1,1]",0.006936760225855798
C-AN202501071641844499,8d8e853c7c1fbc,000099.SZ,government_support,positive,"[-3,3]",0.037131479489008225
C-AN202501071641844499,8d8e853c7c1fbc,000099.SZ,government_support,positive,"[0,5]",0.04504098075719909
C-AN202501071641844499,8d8e853c7c1fbc,000099.SZ,government_support,positive,"[0,10]",0.055622259009370324
C-AN202502111642974030,911bfc7dfb4d37,688297.SH,project_investment,positive,"[-1,1]",-0.008254990697429177
C-AN202502111642974030,911bfc7dfb4d37,688297.SH,project_investment,positive,"[-3,3]",-0.05202761646348818
C-AN202502111642974030,911bfc7dfb4d37,688297.SH,project_investment,positive,"[0,5]",-0.009710791219277454
C-AN202502111642974030,911bfc7dfb4d37,688297.SH,project_investment,positive,"[0,10]",-0.0002272863246728738
C-AN202502271643569080,a5835219a6abf6,688297.SH,performance,mixed,"[-1,1]",0.08514936772218079
C-AN202502271643569080,a5835219a6abf6,688297.SH,performance,mixed,"[-3,3]",0.09972842498378909
C-AN202502271643569080,a5835219a6abf6,688297.SH,performance,mixed,"[0,5]",0.12931601539289558
C-AN202502271643569080,a5835219a6abf6,688297.SH,performance,mixed,"[0,10]",0.1303160762921202
C-AN202503101644243613,062948ca4b5ab8,002085.SZ,project_investment,positive,"[-1,1]",-0.04771055177294269
C-AN202503101644243613,062948ca4b5ab8,002085.SZ,project_investment,positive,"[-3,3]",-0.09172338537858128
C-AN202503101644243613,062948ca4b5ab8,002085.SZ,project_investment,positive,"[0,5]",-0.0719216906528812
C-AN202503101644243613,062948ca4b5ab8,002085.SZ,project_investment,positive,"[0,10]",-0.11514256049314896
C-AN202503201645152070,f3a68a2348846c,002085.SZ,project_investment,positive,"[-1,1]",-0.06354811869268885
C-AN202503201645152070,f3a68a2348846c,002085.SZ,project_investment,positive,"[-3,3]",-0.06796335094486819
C-AN202503201645152070,f3a68a2348846c,002085.SZ,project_investment,positive,"[0,5]",-0.03144210585998486
C-AN202503201645152070,f3a68a2348846c,002085.SZ,project_investment,positive,"[0,10]",-0.1779291726960395
C-AN202505071668920097,ae00f03744fc42,688070.SH,order_contract,positive,"[-1,1]",0.01316687655461257
C-AN202505071668920097,ae00f03744fc42,688070.SH,order_contract,positive,"[-3,3]",-0.036446741638219635
C-AN202505071668920097,ae00f03744fc42,688070.SH,order_contract,positive,"[0,5]",-0.07650206521965375
C-AN202505071668920097,ae00f03744fc42,688070.SH,order_contract,positive,"[0,10]",-0.13368715055138258
C-AN202506301700506354,6c666bc157a928,300284.SZ,project_investment,positive,"[-1,1]",0.009554452721697297
C-AN202506301700506354,6c666bc157a928,300284.SZ,project_investment,positive,"[-3,3]",0.002838299002817908
C-AN202506301700506354,6c666bc157a928,300284.SZ,project_investment,positive,"[0,5]",-0.017781533045758333
C-AN202506301700506354,6c666bc157a928,300284.SZ,project_investment,positive,"[0,10]",-0.019407540287971713
C-AN202509291752848292,b326f09cf341eb,000099.SZ,project_investment,positive,"[-1,1]",0.04044002146645611
C-AN202509291752848292,b326f09cf341eb,000099.SZ,project_investment,positive,"[-3,3]",0.025276043650177757
C-AN202509291752848292,b326f09cf341eb,000099.SZ,project_investment,positive,"[0,5]",0.0030011954393840516
C-AN202509291752848292,b326f09cf341eb,000099.SZ,project_investment,positive,"[0,10]",-0.006499760931073703
C-AN202509301753492208,601a82e7f829f9,688297.SH,order_contract,positive,"[-1,1]",0.056823139098135314
C-AN202509301753492208,601a82e7f829f9,688297.SH,order_contract,positive,"[-3,3]",0.05324938692446289
C-AN202509301753492208,601a82e7f829f9,688297.SH,order_contract,positive,"[0,5]",-0.0018695964567381172
C-AN202509301753492208,601a82e7f829f9,688297.SH,order_contract,positive,"[0,10]",-0.04570620655938547
C-AN202510101759667267,d72d428ec21ee1,000801.SZ,project_investment,positive,"[-1,1]",0.03925496146832382
C-AN202510101759667267,d72d428ec21ee1,000801.SZ,project_investment,positive,"[-3,3]",0.0043247104982902344
C-AN202510101759667267,d72d428ec21ee1,000801.SZ,project_investment,positive,"[0,5]",-0.038300318334264345
C-AN202510101759667267,d72d428ec21ee1,000801.SZ,project_investment,positive,"[0,10]",-0.04656445779890248
C-AN202511071776924857,28a2d9fa460af4,688070.SH,legal_safety_risk,negative,"[-1,1]",0.0023493842847280774
C-AN202511071776924857,28a2d9fa460af4,688070.SH,legal_safety_risk,negative,"[-3,3]",-0.052582650464092266
C-AN202511071776924857,28a2d9fa460af4,688070.SH,legal_safety_risk,negative,"[0,5]",-0.035708925871680584
C-AN202511071776924857,28a2d9fa460af4,688070.SH,legal_safety_risk,negative,"[0,10]",-0.003672840390942747
C-AN202512051794542407,fc88f1af5567e4,000801.SZ,project_investment,positive,"[-1,1]",0.02100671919574172
C-AN202512051794542407,fc88f1af5567e4,000801.SZ,project_investment,positive,"[-3,3]",-0.021185474756127677
C-AN202512051794542407,fc88f1af5567e4,000801.SZ,project_investment,positive,"[0,5]",0.06450479969305456
C-AN202512051794542407,fc88f1af5567e4,000801.SZ,project_investment,positive,"[0,10]",0.06827459579088449
C-AN202512081796392620,48883119543d13,002389.SZ,project_investment,positive,"[-1,1]",0.026757238573079066
C-AN202512081796392620,48883119543d13,002389.SZ,project_investment,positive,"[-3,3]",0.08730186866072884
C-AN202512081796392620,48883119543d13,002389.SZ,project_investment,positive,"[0,5]",0.023213486995037544
C-AN202512081796392620,48883119543d13,002389.SZ,project_investment,positive,"[0,10]",-0.01299321100354648
C-AN202512161801833360,2351312b7318bb,002389.SZ,project_investment,positive,"[-1,1]",-0.017984415510207904
C-AN202512161801833360,2351312b7318bb,002389.SZ,project_investment,positive,"[-3,3]",0.008995682855896789
C-AN202512161801833360,2351312b7318bb,002389.SZ,project_investment,positive,"[0,5]",-0.0988752642568825
C-AN202512161801833360,2351312b7318bb,002389.SZ,project_investment,positive,"[0,10]",-0.05289024101323574
C-AN202512191803914128,ae6c97e09fa64d,000801.SZ,project_investment,positive,"[-1,1]",-0.024996388347035332
C-AN202512191803914128,ae6c97e09fa64d,000801.SZ,project_investment,positive,"[-3,3]",-0.006706880129087789
C-AN202512191803914128,ae6c97e09fa64d,000801.SZ,project_investment,positive,"[0,5]",-0.02583025671611013
C-AN202512191803914128,ae6c97e09fa64d,000801.SZ,project_investment,positive,"[0,10]",-0.05148227573452215
C-AN202512301811415550,73d96b67a06abb,688070.SH,legal_safety_risk,negative,"[-1,1]",0.03306356321783208
C-AN202512301811415550,73d96b67a06abb,688070.SH,legal_safety_risk,negative,"[-3,3]",0.054807110366897956
C-AN202512301811415550,73d96b67a06abb,688070.SH,legal_safety_risk,negative,"[0,5]",0.1322491484799646
C-AN202512301811415550,73d96b67a06abb,688070.SH,legal_safety_risk,negative,"[0,10]",0.04478279521350769
C-AN202601081816849257,a9c3003141ff33,688297.SH,order_contract,positive,"[-1,1]",0.04803116265632268
C-AN202601081816849257,a9c3003141ff33,688297.SH,order_contract,positive,"[-3,3]",0.02875335204170193
C-AN202601081816849257,a9c3003141ff33,688297.SH,order_contract,positive,"[0,5]",-0.04547599690039669
C-AN202601081816849257,a9c3003141ff33,688297.SH,order_contract,positive,"[0,10]",-0.06977323546386162
C-AN202601281818512452,78efe91f9c9803,002389.SZ,project_investment,positive,"[-1,1]",-0.03346398949893121
C-AN202601281818512452,78efe91f9c9803,002389.SZ,project_investment,positive,"[-3,3]",-0.018242369724713874
C-AN202601281818512452,78efe91f9c9803,002389.SZ,project_investment,positive,"[0,5]",0.0035391508636714065
C-AN202601281818512452,78efe91f9c9803,002389.SZ,project_investment,positive,"[0,10]",0.0195558160107344
C-AN202602061819809639,24b33f629e2533,688297.SH,project_investment,positive,"[-1,1]",-0.00816468616149331
C-AN202602061819809639,24b33f629e2533,688297.SH,project_investment,positive,"[-3,3]",-0.0025476518931749704
C-AN202602061819809639,24b33f629e2533,688297.SH,project_investment,positive,"[0,5]",0.04855177742208885
C-AN202602061819809639,24b33f629e2533,688297.SH,project_investment,positive,"[0,10]",0.15599696132167684
C-AN202602261820065672,a5835219a6abf6,688297.SH,performance,mixed,"[-1,1]",0.13365763230536032
C-AN202602261820065672,a5835219a6abf6,688297.SH,performance,mixed,"[-3,3]",0.24041434792517496
C-AN202602261820065672,a5835219a6abf6,688297.SH,performance,mixed,"[0,5]",0.2358538112943923
C-AN202602261820065672,a5835219a6abf6,688297.SH,performance,mixed,"[0,10]",0.1655227621736434
C-AN202603041820269546,5fea99d4815d30,002389.SZ,market_risk,negative,"[-1,1]",-0.06980737560685984
C-AN202603041820269546,5fea99d4815d30,002389.SZ,market_risk,negative,"[-3,3]",-0.03700551982275911
C-AN202603041820269546,5fea99d4815d30,002389.SZ,market_risk,negative,"[0,5]",-0.20255027790800667
C-AN202603041820269546,5fea99d4815d30,002389.SZ,market_risk,negative,"[0,10]",-0.25084117627124536
C-AN202603041820269816,86e620a7edb222,688297.SH,market_risk,negative,"[-1,1]",-0.07506003176753201
C-AN202603041820269816,86e620a7edb222,688297.SH,market_risk,negative,"[-3,3]",-0.04916986196100258
C-AN202603041820269816,86e620a7edb222,688297.SH,market_risk,negative,"[0,5]",-0.14531221725487403
C-AN202603041820269816,86e620a7edb222,688297.SH,market_risk,negative,"[0,10]",-0.1679669876128194
C-AN202604101821124909,8d8e853c7c1fbc,000099.SZ,government_support,positive,"[-1,1]",0.031580563169009535
C-AN202604101821124909,8d8e853c7c1fbc,000099.SZ,government_support,positive,"[-3,3]",0.03622902756049163
C-AN202604101821124909,8d8e853c7c1fbc,000099.SZ,government_support,positive,"[0,5]",0.04154484018820205
C-AN202604101821124909,8d8e853c7c1fbc,000099.SZ,government_support,positive,"[0,10]",-0.0025077830011117387
C-AN202604171821304024,bba751e89aa7bc,000801.SZ,project_investment,positive,"[-1,1]",0.01677065574582945
C-AN202604171821304024,bba751e89aa7bc,000801.SZ,project_investment,positive,"[-3,3]",-0.014713952920229775
C-AN202604171821304024,bba751e89aa7bc,000801.SZ,project_investment,positive,"[0,5]",-0.03851179831639826
C-AN202604171821304024,bba751e89aa7bc,000801.SZ,project_investment,positive,"[0,10]",-0.10045120455188061
C-AN202606041823246959,840e7a25e459ad,000099.SZ,project_investment,positive,"[-1,1]",0.11415856788310298
C-AN202606041823246959,840e7a25e459ad,000099.SZ,project_investment,positive,"[-3,3]",0.05390605812060103
C-AN202606041823246959,840e7a25e459ad,000099.SZ,project_investment,positive,"[0,5]",0.11202514355457768
C-AN202606041823246840,ae00f03744fc42,688070.SH,order_contract,positive,"[-1,1]",0.014830187055533756
C-AN202606041823246840,ae00f03744fc42,688070.SH,order_contract,positive,"[-3,3]",-0.04392680590111216
C-AN202606041823246840,ae00f03744fc42,688070.SH,order_contract,positive,"[0,5]",-0.04947329500562493
